chemin du ficher,nom du paquet,nom de la classe,NOC,WMC,CBO,CC,RFC
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,src.main.java.org.jfree.chart.labels,StandardCategoryItemLabelGenerator.java,1,0,7,29.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\time\TimePeriodAnchorTest.java,src.test.java.org.jfree.data.time,TimePeriodAnchorTest.java,0,2,4,7.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\YInterval.java,src.main.java.org.jfree.data.xy,YInterval.java,0,0,3,11.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\FlowEntity.java,src.main.java.org.jfree.chart.entity,FlowEntity.java,0,0,6,11.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\Pannable.java,src.main.java.org.jfree.chart.plot,Pannable.java,0,0,5,11.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\YWithXInterval.java,src.main.java.org.jfree.data.xy,YWithXInterval.java,0,0,4,12.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\MeterChartTest.java,src.test.java.org.jfree.chart,MeterChartTest.java,0,1,9,6.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\AreaRendererEndTypeTest.java,src.test.java.org.jfree.chart.renderer,AreaRendererEndTypeTest.java,0,2,4,8.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,src.main.java.org.jfree.chart.plot,ValueMarker.java,0,1,4,14.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\pie\PieLabelRecordTest.java,src.test.java.org.jfree.chart.plot.pie,PieLabelRecordTest.java,0,3,4,7.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,src.main.java.org.jfree.chart.labels,BoxAndWhiskerToolTipGenerator.java,0,0,9,26.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\ChartProgressEvent.java,src.main.java.org.jfree.chart.event,ChartProgressEvent.java,0,3,3,6.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,src.main.java.org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator.java,0,0,3,6.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\MeterIntervalTest.java,src.test.java.org.jfree.chart.plot,MeterIntervalTest.java,0,3,4,7.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\PlotOrientationTest.java,src.test.java.org.jfree.chart.plot,PlotOrientationTest.java,0,2,4,8.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,src.main.java.org.jfree.chart.swing,ChartMouseEvent.java,0,0,4,9.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\function\LineFunction2D.java,src.main.java.org.jfree.data.function,LineFunction2D.java,0,0,4,13.0,3.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\format\HMSNumberFormat.java,src.main.java.org.jfree.chart.text.format,HMSNumberFormat.java,0,0,1,19.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\WindDataset.java,src.main.java.org.jfree.data.xy,WindDataset.java,1,0,4,9.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\renderer\RendererChangeDetector.java,src.test.java.org.jfree.chart.renderer,RendererChangeDetector.java,0,2,3,14.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\internal\HashUtilsTest.java,src.test.java.org.jfree.chart.internal,HashUtilsTest.java,0,1,2,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\urls\StandardXYURLGeneratorTest.java,src.test.java.org.jfree.chart.urls,StandardXYURLGeneratorTest.java,0,2,5,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\ChartChangeEvent.java,src.main.java.org.jfree.chart.event,ChartChangeEvent.java,7,2,3,6.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\NumberTick.java,src.main.java.org.jfree.chart.axis,NumberTick.java,1,0,6,5.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\Values.java,src.main.java.org.jfree.data,Values.java,2,0,2,8.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\PublicCloneable.java,src.main.java.org.jfree.chart.api,PublicCloneable.java,57,0,1,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,src.main.java.org.jfree.chart.swing,ApplicationFrame.java,0,7,1,25.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\EntityBlockParams.java,src.main.java.org.jfree.chart.block,EntityBlockParams.java,1,0,3,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\util\ShadowGenerator.java,src.main.java.org.jfree.chart.util,ShadowGenerator.java,1,0,1,10.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\ChartHints.java,src.main.java.org.jfree.chart,ChartHints.java,0,0,2,15.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\RendererChangeEvent.java,src.main.java.org.jfree.chart.event,RendererChangeEvent.java,0,0,4,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\statistics\BoxAndWhiskerXYDataset.java,src.main.java.org.jfree.data.statistics,BoxAndWhiskerXYDataset.java,1,0,6,22.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\TimePeriod.java,src.main.java.org.jfree.data.time,TimePeriod.java,2,0,1,6.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java,src.main.java.org.jfree.chart.imagemap,StandardURLTagFragmentGenerator.java,0,0,2,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedValues.java,src.main.java.org.jfree.data,KeyedValues.java,6,0,9,15.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\PlotOrientation.java,src.main.java.org.jfree.chart.plot,PlotOrientation.java,0,0,2,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\general\SeriesDataset.java,src.main.java.org.jfree.data.general,SeriesDataset.java,2,0,8,10.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\G2TextMeasurer.java,src.main.java.org.jfree.chart.text,G2TextMeasurer.java,0,0,3,5.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\urls\CategoryURLGenerator.java,src.main.java.org.jfree.chart.urls,CategoryURLGenerator.java,2,0,11,9.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialLayer.java,src.main.java.org.jfree.chart.plot.dial,DialLayer.java,11,0,6,12.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\general\TestIntervalXYZDataset.java,src.test.java.org.jfree.data.general,TestIntervalXYZDataset.java,0,2,8,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\Block.java,src.main.java.org.jfree.chart.block,Block.java,8,0,5,9.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,src.main.java.org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator.java,0,0,3,7.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\CompassFormat.java,src.main.java.org.jfree.chart.axis,CompassFormat.java,0,0,2,23.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\NodeEntity.java,src.main.java.org.jfree.chart.entity,NodeEntity.java,0,0,6,6.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\ValueTick.java,src.main.java.org.jfree.chart.axis,ValueTick.java,3,0,5,10.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\text\format\HMSNumberFormatTest.java,src.test.java.org.jfree.chart.text.format,HMSNumberFormatTest.java,0,1,2,14.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedValues2D.java,src.main.java.org.jfree.data,KeyedValues2D.java,3,0,7,15.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\MyPlotChangeListener.java,src.test.java.org.jfree.chart.plot,MyPlotChangeListener.java,0,2,4,8.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\Values2D.java,src.main.java.org.jfree.data,Values2D.java,1,0,3,6.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\FontDisplayField.java,src.main.java.org.jfree.chart.swing.editor,FontDisplayField.java,0,1,1,10.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\encoders\ImageEncoder.java,src.main.java.org.jfree.chart.encoders,ImageEncoder.java,2,0,1,10.0,2.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources_es.java,src.main.java.org.jfree.data.resources,DataPackageResources_es.java,0,0,3,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\BlockFrame.java,src.main.java.org.jfree.chart.block,BlockFrame.java,2,0,5,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\XYCrosshairState.java,src.main.java.org.jfree.chart.plot,XYCrosshairState.java,0,0,6,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardXYURLGenerator.java,src.main.java.org.jfree.chart.urls,StandardXYURLGenerator.java,1,0,6,13.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\TitleChangeEvent.java,src.main.java.org.jfree.chart.event,TitleChangeEvent.java,0,0,3,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\OHLCDataset.java,src.main.java.org.jfree.data.xy,OHLCDataset.java,3,0,5,16.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\plot\dial\MyDialLayerChangeListener.java,src.test.java.org.jfree.chart.plot.dial,MyDialLayerChangeListener.java,0,1,5,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\category\CategoryDataset.java,src.main.java.org.jfree.data.category,CategoryDataset.java,7,0,9,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\ChartColor.java,src.main.java.org.jfree.chart,ChartColor.java,0,0,1,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\Rotation.java,src.main.java.org.jfree.chart.api,Rotation.java,0,0,1,8.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources_de.java,src.main.java.org.jfree.data.resources,DataPackageResources_de.java,0,0,2,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\PlotChangeEvent.java,src.main.java.org.jfree.chart.event,PlotChangeEvent.java,0,0,4,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources_fr.java,src.main.java.org.jfree.data.resources,DataPackageResources_fr.java,0,0,2,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java,src.main.java.org.jfree.chart.entity,XYAnnotationEntity.java,0,1,6,11.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\DatasetRenderingOrder.java,src.main.java.org.jfree.chart.plot,DatasetRenderingOrder.java,0,0,5,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\block\RectangleConstraintTest.java,src.test.java.org.jfree.chart.block,RectangleConstraintTest.java,0,1,5,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\AxisLocation.java,src.main.java.org.jfree.chart.axis,AxisLocation.java,0,0,3,9.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartFrame.java,src.main.java.org.jfree.chart.swing,ChartFrame.java,0,0,2,11.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\EntityBlockResult.java,src.main.java.org.jfree.chart.block,EntityBlockResult.java,1,0,4,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\AxisChangeEvent.java,src.main.java.org.jfree.chart.event,AxisChangeEvent.java,0,0,3,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java,src.main.java.org.jfree.chart.event,MarkerChangeEvent.java,0,0,4,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\Timeline.java,src.main.java.org.jfree.chart.axis,Timeline.java,1,0,6,25.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeEvent.java,src.main.java.org.jfree.chart.plot.dial,DialLayerChangeEvent.java,0,0,5,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\json\impl\JSONAware.java,src.main.java.org.jfree.data.json.impl,JSONAware.java,0,0,1,3.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\legend\LegendItemSource.java,src.main.java.org.jfree.chart.legend,LegendItemSource.java,0,0,5,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java,src.main.java.org.jfree.chart.event,AnnotationChangeEvent.java,0,0,5,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources.java,src.main.java.org.jfree.data.resources,DataPackageResources.java,0,0,2,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\ItemKey.java,src.main.java.org.jfree.data,ItemKey.java,3,0,1,7.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\DateTickUnitType.java,src.main.java.org.jfree.chart.axis,DateTickUnitType.java,0,0,13,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java,src.main.java.org.jfree.chart.swing.editor,DefaultChartEditorFactory.java,0,0,4,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\internal\ArrayUtils.java,src.main.java.org.jfree.chart.internal,ArrayUtils.java,0,0,1,37.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\TableXYDataset.java,src.main.java.org.jfree.data.xy,TableXYDataset.java,2,0,7,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\XisSymbolic.java,src.main.java.org.jfree.data.xy,XisSymbolic.java,0,0,3,7.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\Value.java,src.main.java.org.jfree.data,Value.java,17,0,1,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\KeyedValue.java,src.main.java.org.jfree.data,KeyedValue.java,9,0,3,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources_pl.java,src.main.java.org.jfree.data.resources,DataPackageResources_pl.java,0,0,2,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\LogTick.java,src.main.java.org.jfree.chart.axis,LogTick.java,0,0,8,8.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\YisSymbolic.java,src.main.java.org.jfree.data.xy,YisSymbolic.java,0,0,3,7.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\general\DatasetChangeEvent.java,src.main.java.org.jfree.data.general,DatasetChangeEvent.java,0,0,3,8.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\chart\api\RectangleAlignmentTest.java,src.test.java.org.jfree.chart.api,RectangleAlignmentTest.java,0,1,2,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java,src.main.java.org.jfree.chart.plot,SeriesRenderingOrder.java,0,0,4,6.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\xy\AbstractXYZDataset.java,src.main.java.org.jfree.data.xy,AbstractXYZDataset.java,2,0,6,7.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\block\Arrangement.java,src.main.java.org.jfree.chart.block,Arrangement.java,5,0,5,9.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources_ru.java,src.main.java.org.jfree.data.resources,DataPackageResources_ru.java,0,0,2,5.0,1.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueAxisPlot.java,src.main.java.org.jfree.chart.plot,ValueAxisPlot.java,5,0,6,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\SortOrder.java,src.main.java.org.jfree.chart.api,SortOrder.java,0,0,1,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\RangeType.java,src.main.java.org.jfree.data,RangeType.java,0,0,2,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\test\java\org\jfree\data\DatasetChangeConfirmation.java,src.test.java.org.jfree.data,DatasetChangeConfirmation.java,0,1,4,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\HorizontalAlignment.java,src.main.java.org.jfree.chart.api,HorizontalAlignment.java,0,0,1,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\json\impl\JSONStreamAware.java,src.main.java.org.jfree.data.json.impl,JSONStreamAware.java,0,0,1,4.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\RangeInfo.java,src.main.java.org.jfree.data,RangeInfo.java,0,0,3,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\statistics\HistogramType.java,src.main.java.org.jfree.data.statistics,HistogramType.java,0,0,1,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\general\KeyedValuesDataset.java,src.main.java.org.jfree.data.general,KeyedValuesDataset.java,1,0,7,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\DateTickMarkPosition.java,src.main.java.org.jfree.chart.axis,DateTickMarkPosition.java,0,0,3,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\VerticalAlignment.java,src.main.java.org.jfree.chart.api,VerticalAlignment.java,0,0,1,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryLabelWidthType.java,src.main.java.org.jfree.chart.axis,CategoryLabelWidthType.java,0,0,1,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\text\TextBlockAnchor.java,src.main.java.org.jfree.chart.text,TextBlockAnchor.java,0,0,3,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java,src.main.java.org.jfree.chart.plot,PolarAxisLocation.java,0,0,5,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\api\Layer.java,src.main.java.org.jfree.chart.api,Layer.java,0,0,1,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\time\TimePeriodAnchor.java,src.main.java.org.jfree.data.time,TimePeriodAnchor.java,0,0,2,5.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java,src.main.java.org.jfree.chart.plot.pie,PieLabelLinkStyle.java,0,0,1,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\entity\TickLabelEntity.java,src.main.java.org.jfree.chart.entity,TickLabelEntity.java,1,0,3,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\chart\plot\CenterTextMode.java,src.main.java.org.jfree.chart.plot,CenterTextMode.java,0,0,3,6.0,0.0
C:\Users\jenny\Documents\UdeM\Fall2022\IFT3913\TP2_IFT3913\jfreechart-master\src\main\java\org\jfree\data\UnknownKeyException.java,src.main.java.org.jfree.data,UnknownKeyException.java,0,0,1,5.0,0.0
